# EngineShelf catalog - generated by tools/refresh-catalog.py, do not hand-edit.
# V<TAB>milestone<TAB>version<TAB>note
# B<TAB>milestone<TAB>platform<TAB>revision<TAB>archive<TAB>root
B	125	Mac_Arm	1287761	chrome-mac.zip	chrome-mac
B	125	Linux_x64	1287757	chrome-linux.zip	chrome-linux
B	125	Win_x64	1287751	chrome-win.zip	chrome-win
V	130	130.0.6723.0	2024. Near-current engine - use it as the control when bisecting a bug.
B	130	Mac	1356019	chrome-mac.zip	chrome-mac
B	130	Mac_Arm	1356025	chrome-mac.zip	chrome-mac
B	130	Linux_x64	1356035	chrome-linux.zip	chrome-linux
B	130	Win_x64	1356075	chrome-win.zip	chrome-win
V	135	135.0.7049.0	2025. Added automatically as Chrome released it.
B	135	Mac	1427290	chrome-mac.zip	chrome-mac
B	135	Mac_Arm	1427274	chrome-mac.zip	chrome-mac
B	135	Linux_x64	1427282	chrome-linux.zip	chrome-linux
B	135	Win_x64	1427268	chrome-win.zip	chrome-win
V	140	140.0.7339.0	2025. Added automatically as Chrome released it.
B	140	Mac	1496489	chrome-mac.zip	chrome-mac
B	140	Mac_Arm	1496485	chrome-mac.zip	chrome-mac
B	140	Linux_x64	1496495	chrome-linux.zip	chrome-linux
B	140	Win_x64	1496524	chrome-win.zip	chrome-win
V	145	145.0.7632.0	2026. Added automatically as Chrome released it.
B	145	Mac	1568204	chrome-mac.zip	chrome-mac
B	145	Mac_Arm	1568193	chrome-mac.zip	chrome-mac
B	145	Linux_x64	1568190	chrome-linux.zip	chrome-linux
B	145	Win_x64	1568195	chrome-win.zip	chrome-win
V	150	150.0.7871.0	2026. Added automatically as Chrome released it.
B	150	Mac	1639811	chrome-mac.zip	chrome-mac
B	150	Mac_Arm	1639818	chrome-mac.zip	chrome-mac
B	150	Linux_x64	1639829	chrome-linux.zip	chrome-linux
B	150	Win_x64	1639827	chrome-win.zip	chrome-win
V	152	152.0.7977.0	2026. Added automatically as Chrome released it.
B	152	Mac	1669032	chrome-mac.zip	chrome-mac
B	152	Mac_Arm	1669021	chrome-mac.zip	chrome-mac
B	152	Linux_x64	1669021	chrome-linux.zip	chrome-linux
B	152	Win_x64	1669035	chrome-win.zip	chrome-win
# Shelf rows - generated by tools/discover.py, do not hand-edit.
# S<TAB>engine<TAB>year<TAB>id<TAB>label<TAB>date
# Shelf rows - generated by tools/discover.py, do not hand-edit.
# S<TAB>engine<TAB>year<TAB>id<TAB>label<TAB>date
S	chromium	2017	60	60	2017-07-25
S	chromium	2017	61	61	2017-09-05
S	chromium	2017	62	62	2017-10-17
S	chromium	2017	63	63	2017-12-05
S	chromium	2018	64	64	2018-01-23
S	chromium	2018	65	65	2018-03-06
S	chromium	2018	66	66	2018-04-17
S	chromium	2018	67	67	2018-05-29
S	chromium	2018	68	68	2018-07-24
S	chromium	2018	69	69	2018-09-04
S	chromium	2018	70	70	2018-10-16
S	chromium	2018	71	71	2018-12-04
S	chromium	2019	72	72	2019-01-29
S	chromium	2019	73	73	2019-03-12
S	chromium	2019	74	74	2019-04-23
S	chromium	2019	75	75	2019-06-04
S	chromium	2019	76	76	2019-07-30
S	chromium	2019	77	77	2019-09-10
S	chromium	2019	78	78	2019-10-22
S	chromium	2019	79	79	2019-12-10
S	chromium	2020	80	80	2020-02-04
S	chromium	2020	81	81	2020-04-07
S	chromium	2020	83	83	2020-05-19
S	chromium	2020	84	84	2020-07-14
S	chromium	2020	85	85	2020-08-25
S	chromium	2020	86	86	2020-10-06
S	chromium	2020	87	87	2020-11-17
S	chromium	2021	88	88	2021-01-19
S	chromium	2021	89	89	2021-03-02
S	chromium	2021	90	90	2021-04-13
S	chromium	2021	91	91	2021-05-25
S	chromium	2021	92	92	2021-07-20
S	chromium	2021	93	93	2021-08-31
S	chromium	2021	94	94	2021-09-21
S	chromium	2021	95	95	2021-10-19
S	chromium	2021	96	96	2021-11-16
S	chromium	2022	97	97	2022-01-04
S	chromium	2022	98	98	2022-02-01
S	chromium	2022	99	99	2022-03-01
S	chromium	2022	100	100	2022-03-29
S	chromium	2022	101	101	2022-04-26
S	chromium	2022	102	102	2022-05-24
S	chromium	2022	103	103	2022-06-21
S	chromium	2022	104	104	2022-08-02
S	chromium	2022	105	105	2022-08-30
S	chromium	2022	106	106	2022-09-27
S	chromium	2022	107	107	2022-10-25
S	chromium	2022	108	108	2022-11-29
S	chromium	2023	109	109	2023-01-10
S	chromium	2023	110	110	2023-02-07
S	chromium	2023	111	111	2023-03-07
S	chromium	2023	112	112	2023-04-04
S	chromium	2023	113	113	2023-05-02
S	chromium	2023	114	114	2023-05-30
S	chromium	2023	115	115	2023-07-18
S	chromium	2023	116	116	2023-08-15
S	chromium	2023	117	117	2023-09-12
S	chromium	2023	118	118	2023-10-10
S	chromium	2023	119	119	2023-10-31
S	chromium	2023	120	120	2023-12-05
S	chromium	2024	121	121	2024-01-23
S	chromium	2024	122	122	2024-02-20
S	chromium	2024	123	123	2024-03-19
S	chromium	2024	124	124	2024-04-16
S	chromium	2024	125	125	2024-05-14
S	chromium	2024	126	126	2024-06-11
S	chromium	2024	127	127	2024-07-23
S	chromium	2024	128	128	2024-08-20
S	chromium	2024	129	129	2024-09-17
S	chromium	2024	130	130	2024-10-15
S	chromium	2024	131	131	2024-11-12
S	chromium	2025	132	132	2025-01-14
S	chromium	2025	133	133	2025-02-04
S	chromium	2025	134	134	2025-03-04
S	chromium	2025	135	135	2025-04-01
S	chromium	2025	136	136	2025-04-29
S	chromium	2025	137	137	2025-05-27
S	chromium	2025	138	138	2025-06-24
S	chromium	2025	139	139	2025-08-05
S	chromium	2025	140	140	2025-09-02
S	chromium	2025	141	141	2025-09-30
S	chromium	2025	142	142	2025-10-28
S	chromium	2025	143	143	2025-12-02
S	chromium	2026	144	144	2026-01-13
S	chromium	2026	145	145	2026-02-10
S	chromium	2026	146	146	2026-03-10
S	chromium	2026	147	147	2026-04-07
S	chromium	2026	148	148	2026-05-05
S	chromium	2026	149	149	2026-06-02
S	chromium	2026	150	150	2026-06-30
S	chromium	2026	151	151	2026-07-28
S	chromium	2026	152	152	2026-08-25
S	firefox	2017	51.0	51	2017-01-24
S	firefox	2017	52.0	52	2017-03-07
S	firefox	2017	53.0	53	2017-04-19
S	firefox	2017	54.0	54	2017-06-13
S	firefox	2017	55.0	55	2017-08-08
S	firefox	2017	56.0	56	2017-09-28
S	firefox	2017	57.0	57	2017-11-14
S	firefox	2018	58.0	58	2018-01-23
S	firefox	2018	59.0	59	2018-03-13
S	firefox	2018	60.0	60	2018-05-09
S	firefox	2018	61.0	61	2018-06-26
S	firefox	2018	62.0	62	2018-09-05
S	firefox	2018	63.0	63	2018-10-23
S	firefox	2018	64.0	64	2018-12-11
S	firefox	2019	65.0	65	2019-01-29
S	firefox	2019	66.0	66	2019-03-19
S	firefox	2019	67.0	67	2019-05-21
S	firefox	2019	68.0	68	2019-07-09
S	firefox	2019	69.0	69	2019-09-03
S	firefox	2019	70.0	70	2019-10-22
S	firefox	2019	71.0	71	2019-12-03
S	firefox	2020	72.0	72	2020-01-07
S	firefox	2020	73.0	73	2020-02-11
S	firefox	2020	74.0	74	2020-03-10
S	firefox	2020	75.0	75	2020-04-07
S	firefox	2020	76.0	76	2020-05-05
S	firefox	2020	77.0	77	2020-06-02
S	firefox	2020	78.0	78	2020-06-30
S	firefox	2020	79.0	79	2020-07-28
S	firefox	2020	80.0	80	2020-08-25
S	firefox	2020	81.0	81	2020-09-22
S	firefox	2020	82.0	82	2020-10-20
S	firefox	2020	83.0	83	2020-11-17
S	firefox	2020	84.0	84	2020-12-15
S	firefox	2021	85.0	85	2021-01-26
S	firefox	2021	86.0	86	2021-02-23
S	firefox	2021	87.0	87	2021-03-23
S	firefox	2021	88.0	88	2021-04-19
S	firefox	2021	89.0	89	2021-06-01
S	firefox	2021	90.0	90	2021-07-13
S	firefox	2021	91.0	91	2021-08-10
S	firefox	2021	92.0	92	2021-09-07
S	firefox	2021	93.0	93	2021-10-05
S	firefox	2021	94.0	94	2021-11-02
S	firefox	2021	95.0	95	2021-12-07
S	firefox	2022	96.0	96	2022-01-11
S	firefox	2022	97.0	97	2022-02-08
S	firefox	2022	98.0	98	2022-03-08
S	firefox	2022	99.0	99	2022-04-05
S	firefox	2022	100.0	100	2022-05-03
S	firefox	2022	101.0	101	2022-05-31
S	firefox	2022	102.0	102	2022-06-28
S	firefox	2022	103.0	103	2022-07-26
S	firefox	2022	104.0	104	2022-08-23
S	firefox	2022	105.0	105	2022-09-20
S	firefox	2022	106.0	106	2022-10-18
S	firefox	2022	107.0	107	2022-11-15
S	firefox	2022	108.0	108	2022-12-13
S	firefox	2023	109.0	109	2023-01-17
S	firefox	2023	110.0	110	2023-02-14
S	firefox	2023	111.0	111	2023-03-14
S	firefox	2023	112.0	112	2023-04-11
S	firefox	2023	113.0	113	2023-05-09
S	firefox	2023	114.0	114	2023-06-06
S	firefox	2023	115.0	115	2023-07-04
S	firefox	2023	116.0	116	2023-08-01
S	firefox	2023	117.0	117	2023-08-29
S	firefox	2023	118.0	118	2023-09-26
S	firefox	2023	119.0	119	2023-10-24
S	firefox	2023	120.0	120	2023-11-21
S	firefox	2023	121.0	121	2023-12-19
S	firefox	2024	122.0	122	2024-01-23
S	firefox	2024	123.0	123	2024-02-20
S	firefox	2024	124.0	124	2024-03-19
S	firefox	2024	125.0.1	125	2024-04-16
S	firefox	2024	126.0	126	2024-05-14
S	firefox	2024	127.0	127	2024-06-11
S	firefox	2024	128.0	128	2024-07-09
S	firefox	2024	129.0	129	2024-08-06
S	firefox	2024	130.0	130	2024-09-03
S	firefox	2024	131.0	131	2024-10-01
S	firefox	2024	132.0	132	2024-10-29
S	firefox	2024	133.0	133	2024-11-26
S	firefox	2025	134.0	134	2025-01-07
S	firefox	2025	135.0	135	2025-02-04
S	firefox	2025	136.0	136	2025-03-04
S	firefox	2025	137.0	137	2025-04-01
S	firefox	2025	138.0	138	2025-04-29
S	firefox	2025	139.0	139	2025-05-27
S	firefox	2025	140.0	140	2025-06-24
S	firefox	2025	141.0	141	2025-07-22
S	firefox	2025	142.0	142	2025-08-19
S	firefox	2025	143.0	143	2025-09-16
S	firefox	2025	144.0	144	2025-10-14
S	firefox	2025	145.0	145	2025-11-11
S	firefox	2025	146.0	146	2025-12-09
S	firefox	2026	147.0	147	2026-01-13
S	firefox	2026	148.0	148	2026-02-24
S	firefox	2026	149.0	149	2026-03-24
S	firefox	2026	150.0	150	2026-04-21
S	firefox	2026	151.0	151	2026-05-19
S	firefox	2026	152.0	152	2026-06-16
S	firefox	2026	153.0	153	2026-07-21
S	firefox	2026	154.0	154	2026-08-18
S	edge	2021	95.0.1020.40	95	2021-10-19
S	edge	2023	114.0.1823.82	114	2023-05-30
S	edge	2023	115.0.1901.203	115	2023-07-18
S	edge	2023	116.0.1938.81	116	2023-08-15
S	edge	2023	117.0.2045.55	117	2023-09-12
S	edge	2023	118.0.2088.76	118	2023-10-10
S	edge	2023	119.0.2151.97	119	2023-10-31
S	edge	2023	120.0.2210.144	120	2023-12-05
S	edge	2024	121.0.2277.128	121	2024-01-23
S	edge	2024	122.0.2365.92	122	2024-02-20
S	edge	2024	123.0.2420.97	123	2024-03-19
S	edge	2024	124.0.2478.109	124	2024-04-16
S	edge	2024	125.0.2535.92	125	2024-05-14
S	edge	2024	126.0.2592.113	126	2024-06-11
S	edge	2024	127.0.2651.105	127	2024-07-23
S	edge	2024	128.0.2739.79	128	2024-08-20
S	edge	2024	129.0.2792.89	129	2024-09-17
S	edge	2024	130.0.2849.80	130	2024-10-15
S	edge	2024	131.0.2903.147	131	2024-11-12
S	edge	2025	132.0.2957.140	132	2025-01-14
S	edge	2025	133.0.3065.92	133	2025-02-04
S	edge	2025	134.0.3124.95	134	2025-03-04
S	edge	2025	135.0.3179.98	135	2025-04-01
S	edge	2025	136.0.3240.92	136	2025-04-29
S	edge	2025	137.0.3296.93	137	2025-05-27
S	edge	2025	138.0.3351.121	138	2025-06-24
S	edge	2025	139.0.3405.125	139	2025-08-05
S	edge	2025	140.0.3485.94	140	2025-09-02
S	edge	2025	141.0.3537.99	141	2025-09-30
S	edge	2025	142.0.3595.94	142	2025-10-28
S	edge	2025	143.0.3650.139	143	2025-12-02
S	edge	2026	144.0.3719.115	144	2026-01-13
S	edge	2026	145.0.3800.97	145	2026-02-10
S	edge	2026	146.0.3856.97	146	2026-03-10
S	edge	2026	147.0.3912.98	147	2026-04-07
S	edge	2026	148.0.3967.96	148	2026-05-05
S	edge	2026	149.0.4022.98	149	2026-06-02
S	edge	2026	150.0.4078.105	150	2026-06-30
S	edge	2026	151.0.4129.107	151	2026-07-28
S	webkit	2021	1446	r1446	2021-03-24
S	webkit	2021	1472	r1472	2021-05-20
S	webkit	2021	1492	r1492	2021-06-26
S	webkit	2021	1516	r1516	2021-07-29
S	webkit	2021	1530	r1530	2021-08-24
S	webkit	2021	1550	r1550	2021-10-05
S	webkit	2021	1564	r1564	2021-11-02
S	webkit	2022	1578	r1578	2022-01-10
S	webkit	2022	1596	r1596	2022-01-27
S	webkit	2022	1609	r1609	2022-02-24
S	webkit	2022	1616	r1616	2022-04-01
S	webkit	2022	1630	r1630	2022-04-18
S	webkit	2022	1641	15.4	2022-05-21
S	webkit	2022	1668	15.4	2022-07-16
S	webkit	2022	1683	16.0	2022-07-29
S	webkit	2022	1699	16.0	2022-09-07
S	webkit	2022	1715	16.0	2022-09-27
S	webkit	2022	1724	16.0	2022-10-12
S	webkit	2022	1735	16.4	2022-11-23
S	webkit	2023	1751	16.4	2023-01-06
S	webkit	2023	1767	16.4	2023-01-25
S	webkit	2023	1792	16.4	2023-03-02
S	webkit	2023	1811	16.4	2023-04-11
S	webkit	2023	1837	16.4	2023-04-27
S	webkit	2023	1848	16.4	2023-05-25
S	webkit	2023	1860	16.4	2023-06-15
S	webkit	2023	1869	17.0	2023-07-25
S	webkit	2023	1883	17.0	2023-08-17
S	webkit	2023	1908	17.0	2023-09-21
S	webkit	2023	1921	17.4	2023-10-11
S	webkit	2023	1944	17.4	2023-11-28
S	webkit	2024	1967	17.4	2024-02-01
S	webkit	2024	1983	17.4	2024-03-02
S	webkit	2024	1992	17.4	2024-04-12
S	webkit	2024	2003	17.4	2024-05-23
S	webkit	2024	2035	17.4	2024-07-22
S	webkit	2024	2051	18.0	2024-08-16
S	webkit	2024	2070	18.0	2024-09-20
S	webkit	2024	2083	18.0	2024-10-25
S	webkit	2024	2104	18.2	2024-12-10
S	webkit	2025	2123	18.2	2025-01-31
S	webkit	2025	2140	18.4	2025-03-17
S	webkit	2025	2158	18.4	2025-04-17
S	webkit	2025	2182	18.5	2025-06-30
S	webkit	2025	2191	26.0	2025-08-01
S	webkit	2025	2203	26.0	2025-09-23
S	webkit	2025	2215	26.0	2025-10-17
S	webkit	2025	2227	26.0	2025-11-25
S	webkit	2026	2248	26.0	2026-02-06
S	webkit	2026	2272	26.4	2026-04-01
S	webkit	2026	2287	26.4	2026-05-11
S	webkit	2026	2311	26.5	2026-06-23
S	webkit	2026	2336	26.5	2026-07-30
